MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
2020,Subaru,Outback AWD,SUV: Small,2.5,4,AV8,X,9,7.1,8.2,34,192
2020,Subaru,WRX AWD,Compact,2,4,AV8,Z,12.9,9.7,11.5,25,263
2020,Subaru,WRX AWD,Compact,2,4,M6,Z,11.3,8.5,10.1,28,236
2020,Subaru,WRX STI AWD,Compact,2.5,4,M6,Z,14.3,10.8,12.7,22,297
2020,Toyota,4Runner 4WD,SUV: Standard,4,6,AS5,X,14.8,12.5,13.8,20,321
2020,Toyota,4Runner 4WD (Part-Time 4WD),SUV: Standard,4,6,AS5,X,14.8,12.5,13.8,20,321
2020,Toyota,86,Minicompact,2,4,AS6,Z,9.9,7.3,8.7,32,204
2020,Toyota,86,Minicompact,2,4,M6,Z,11.2,8.3,9.9,29,232
2020,Toyota,Avalon,Mid-size,3.5,6,AS8,X,10.9,7.6,9.4,30,220
2020,Toyota,C-HR,Compact,2,4,AS7,X,8.7,7.5,8.2,34,189
2020,Toyota,Camry,Mid-size,2.5,4,AS8,X,8.1,5.7,6.9,41,164
2020,Toyota,Camry LE/SE,Mid-size,2.5,4,AS8,X,8.5,6.1,7.4,38,173
2020,Toyota,Camry XLE/XSE,Mid-size,2.5,4,AS8,X,8.6,6.3,7.6,37,177
2020,Toyota,Camry,Mid-size,3.5,6,AS8,X,10.5,7.1,9,31,210
2020,Toyota,Camry XSE,Mid-size,3.5,6,AS8,X,10.7,7.4,9.2,31,215
2020,Toyota,Camry TRD,Mid-size,3.5,6,AS8,X,10.8,7.6,9.4,30,220
2020,Toyota,Camry AWD LE/SE,Mid-size,2.5,4,AS8,X,9.3,6.8,8.2,34,190
2020,Toyota,Camry AWD XLE/XSE,Mid-size,2.5,4,AS8,X,9.5,7,8.4,34,197
2020,Toyota,Camry Hybrid LE,Mid-size,2.5,4,AV,X,4.9,4.8,4.9,58,113
2020,Toyota,Camry Hybrid XLE/SE,Mid-size,2.5,4,AV,X,5.3,5,5.1,55,121
2020,Toyota,Corolla,Compact,1.8,4,AV,X,7.9,6.1,7.1,40,165
2020,Toyota,Corolla XLE,Compact,1.8,4,AV,X,8.1,6.3,7.3,39,170
2020,Toyota,Corolla,Compact,1.8,4,M6,X,8,6,7.1,40,165
2020,Toyota,Corolla,Compact,2,4,AV10,X,7.6,5.8,6.7,42,158
2020,Toyota,Corolla XSE,Compact,2,4,AV10,X,7.7,6.1,7,40,164
2020,Toyota,Corolla,Compact,2,4,M6,X,8.2,6.5,7.4,38,173
2020,Toyota,Corolla Hatchback,Compact,2,4,AV10,X,7.5,5.8,6.7,42,158
2020,Toyota,Corolla Hatchback,Compact,2,4,M6,X,8.4,6.3,7.5,38,174
2020,Toyota,Corolla Hybrid,Compact,1.8,4,AV,X,4.4,4.5,4.5,63,106
2020,Toyota,GR Supra,Two-seater,3,6,AS8,Z,9.9,7.7,8.9,32,208
2020,Toyota,Highlander,SUV: Small,3.5,6,AS8,X,11.9,8.3,10.3,27,240
2020,Toyota,Highlander AWD,SUV: Small,3.5,6,AS8,X,11.7,8.6,10.3,27,240
2020,Toyota,Highlander Hybrid AWD,SUV: Standard,2.5,4,AV,X,6.7,6.8,6.7,42,158
2020,Toyota,Highlander Hybrid AWD Limited/Platinum,SUV: Standard,2.5,4,AV,X,6.6,6.8,6.7,42,156
2020,Toyota,Prius,Mid-size,1.8,4,AV,X,4.4,4.7,4.5,63,106
2020,Toyota,Prius AWD,Mid-size,1.8,4,AV,X,4.5,4.9,4.7,60,109
2020,Toyota,Prius c,Compact,1.5,4,AV,X,4.9,5.5,5.1,55,120
2020,Toyota,RAV4,SUV: Small,2.5,4,AS8,X,8.8,6.8,7.9,36,184
2020,Toyota,RAV4 AWD,SUV: Small,2.5,4,AS8,X,9.2,7.1,8.2,34,194
2020,Toyota,RAV4 AWD TRD Off-Road,SUV: Small,2.5,4,AS8,X,9.5,7.5,8.6,33,200
2020,Toyota,RAV4 Hybrid AWD,SUV: Small,2.5,4,AV,X,5.7,6.3,6,47,139
2020,Toyota,Sequoia 4WD,SUV: Standard,5.7,8,AS6,X,18.5,13.9,16.4,17,385
2020,Toyota,Sienna,Minivan,3.5,6,AS8,X,12.6,9.1,11,26,259
2020,Toyota,Sienna AWD,Minivan,3.5,6,AS8,X,13.4,9.6,11.7,24,274
2020,Toyota,Tacoma,Pickup truck: Small,2.7,4,AS6,X,12.1,10.1,11.2,25,263
2020,Toyota,Tacoma 4WD,Pickup truck: Small,2.7,4,AS6,X,12.7,10.6,11.7,24,274
2020,Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,AS6,X,13,10.5,11.9,24,278
2020,Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,M6,X,13.8,11.4,12.7,22,299
2020,Toyota,Tacoma 4WD D-Cab TRD Off-Road/Pro,Pickup truck: Small,3.5,6,M6,X,13.8,11.7,12.9,22,300
2020,Toyota,Tundra,Pickup truck: Standard,5.7,8,AS6,X,17.7,13.6,15.9,18,371
2020,Toyota,Tundra 4WD,Pickup truck: Standard,5.7,8,AS6,X,18,14.2,16.3,17,381
2020,Toyota,Yaris,Compact,1.5,4,AS6,X,7.3,5.9,6.6,43,155
2020,Toyota,Yaris (SIL),Compact,1.5,4,M6,X,7.8,6.1,6.9,41,165
2020,Volkswagen,Arteon 4MOTION,Full-size,2,4,AS8,Z,11.5,8.2,10,28,234
2020,Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,2,4,AS8,X,12.8,10.4,11.7,24,273
2020,Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,3.6,6,AS8,X,14.3,10.7,12.7,22,297
2020,Volkswagen,Golf,Compact,1.4,4,AS8,X,8.1,6.6,7.4,38,174
2020,Volkswagen,Golf,Compact,1.4,4,M6,X,8.4,6.6,7.6,37,177
2020,Volkswagen,Golf GTI,Compact,2,4,AM7,X,9.7,7.5,8.7,32,203
2020,Volkswagen,Golf GTI,Compact,2,4,M6,X,9.8,7.3,8.7,32,203
2020,Volkswagen,Jetta,Compact,1.4,4,AS8,X,7.8,5.9,7,40,162
2020,Volkswagen,Jetta,Compact,1.4,4,M6,X,7.9,5.9,7,40,163
2020,Volkswagen,Jetta GLI,Compact,2,4,AM7,X,9.3,7.2,8.4,34,196
2020,Volkswagen,Jetta GLI,Compact,2,4,M6,X,9.6,7.1,8.5,33,198
2020,Volkswagen,Passat,Mid-size,2,4,AS6,X,10.2,6.9,8.7,32,205
2020,Volkswagen,Tiguan,SUV: Small,2,4,AS8,X,10.5,8.1,9.4,30,221
2020,Volkswagen,Tiguan 4MOTION,SUV: Small,2,4,AS8,X,11.5,8.7,10.2,28,241
2020,Volvo,S60 T5,Compact,2,4,AS8,Z,10.5,7.1,8.9,32,208
2020,Volvo,S60 T6 AWD,Compact,2,4,AS8,Z,11,7.4,9.4,30,219
2020,Volvo,S90 T6 AWD,Mid-size,2,4,AS8,Z,11.3,7.5,9.6,29,223
2020,Volvo,V60 T5,Station wagon: Small,2,4,AS8,Z,10.5,7.1,8.9,32,208
2020,Volvo,V60 T6 AWD,Station wagon: Small,2,4,AS8,Z,11,7.4,9.4,30,219
2020,Volvo,V60 CC T5 AWD,Station wagon: Small,2,4,AS8,Z,10.8,7.7,9.4,30,220
2020,Volvo,XC40 T4 AWD,SUV: Small,2,4,AS8,X,10.2,7.5,9,31,210
2020,Volvo,XC40 T5 AWD,SUV: Small,2,4,AS8,Z,10.7,7.7,9.4,30,219
2020,Volvo,XC60 T5 AWD,SUV: Small,2,4,AS8,Z,11.2,8.3,9.9,29,232
2020,Volvo,XC60 T6 AWD,SUV: Small,2,4,AS8,Z,11.7,8.6,10.3,27,240
2020,Volvo,XC90 T5 AWD,SUV: Standard,2,4,AS8,Z,11.2,8.3,9.9,29,232
2020,Volvo,XC90 T6 AWD,SUV: Standard,2,4,AS8,Z,12.2,8.7,10.7,26,248
